0, 1, 1
1, 1.00995, 0.988858
2, 1.01977, 0.975474
3, 1.02945, 0.959922
4, 1.03896, 0.942298
5, 1.04829, 0.922715
6, 1.05741, 0.9013
7, 1.06631, 0.878196
8, 1.07497, 0.853555
9, 1.08337, 0.827541
10, 1.09152, 0.800321
11, 1.09938, 0.772067
12, 1.10695, 0.742954
13, 1.11423, 0.713153
14, 1.12121, 0.682832
15, 1.12789, 0.652156
16, 1.13426, 0.621281
17, 1.14032, 0.590354
18, 1.14606, 0.559514
19, 1.15151, 0.528888
20, 1.15664, 0.498592
21, 1.16148, 0.468732
22, 1.16602, 0.439399
23, 1.17027, 0.410675
24, 1.17424, 0.382628
25, 1.17792, 0.355318
26, 1.18134, 0.328793
27, 1.1845, 0.303089
28, 1.18741, 0.278235
29, 1.19007, 0.254253
30, 1.1925, 0.231153
31, 1.1947, 0.208941
32, 1.19668, 0.187616
33, 1.19845, 0.167171
34, 1.20003, 0.147597
35, 1.20141, 0.128876
36, 1.20261, 0.110991
37, 1.20363, 0.0939194
38, 1.20449, 0.0776382
39, 1.20518, 0.0621212
40, 1.20573, 0.0473415
41, 1.20613, 0.0332708
42, 1.2064, 0.0198805
43, 1.20653, 0.00714131
44, 1.20654, -0.00497591
45, 1.20644, -0.0165003
46, 1.20622, -0.0274607
47, 1.20589, -0.0378854
48, 1.20546, -0.0478022
49, 1.20493, -0.0572381
50, 1.20432, -0.0662195
51, 1.20361, -0.0747716
52, 1.20282, -0.082919
53, 1.20195, -0.0906855
54, 1.20101, -0.0980935
55, 1.19999, -0.105165
56, 1.19891, -0.111921
57, 1.19776, -0.11838
58, 1.19654, -0.124563
59, 1.19527, -0.130486
60, 1.19393, -0.136168
61, 1.19254, -0.141624
62, 1.1911, -0.146871
63, 1.18961, -0.151922
64, 1.18806, -0.156791
65, 1.18647, -0.161493
66, 1.18483, -0.166039
67, 1.18315, -0.170442
68, 1.18142, -0.174713
69, 1.17966, -0.178862
70, 1.17785, -0.1829
71, 1.176, -0.186837
72, 1.17411, -0.190682
73, 1.17219, -0.194443
74, 1.17022, -0.198128
75, 1.16822, -0.201747
76, 1.16619, -0.205306
77, 1.16412, -0.208813
78, 1.16201, -0.212275
79, 1.15987, -0.215698
80, 1.1577, -0.219089
81, 1.15549, -0.222453
82, 1.15325, -0.225798
83, 1.15097, -0.229128
84, 1.14867, -0.232449
85, 1.14633, -0.235768
86, 1.14395, -0.239088
87, 1.14154, -0.242415
88, 1.1391, -0.245754
89, 1.13663, -0.249111
90, 1.13412, -0.25249
91, 1.13158, -0.255896
92, 1.129, -0.259333
93, 1.12639, -0.262808
94, 1.12375, -0.266324
95, 1.12107, -0.269886
96, 1.11835, -0.2735
97, 1.1156, -0.27717
98, 1.1128, -0.280901
99, 1.10998, -0.284699
100, 1.10711, -0.288568
101, 1.10421, -0.292515
102, 1.10126, -0.296544
103, 1.09827, -0.300661
104, 1.09525, -0.304872
105, 1.09218, -0.309182
106, 1.08906, -0.3136
107, 1.0859, -0.318129
108, 1.0827, -0.322779
109, 1.07945, -0.327555
